user_id,total_spent,total_returned,net_spend_ratio,loyalty_score,perk,points_per_dollar,return_window_days,fraud_risk
1986,903.4000000000001,0.0,1.0,0.6668116022482995,Diamond,16.668116022482995,60,0
2372,1839.4,0.0,1.0,0.6647107720784463,Platinum,16.647107720784465,60,0
8134,1333.3600000000001,0.0,1.0,0.6646150208246272,Diamond,16.646150208246272,60,0
4725,1661.21,0.0,1.0,0.6641397881566282,Diamond,16.64139788156628,60,0
3230,2491.38,152.61,0.9387447920429641,0.6627572490035493,Diamond,11.627572490035494,45,1
3573,1237.42,59.45,0.9519564901165328,0.6627089115596098,Diamond,16.6270891155961,60,0
8721,1788.78,371.07,0.7925569382484151,0.6622790457190948,Platinum,16.62279045719095,30,0
9609,1067.03,0.0,1.0,0.661893380228652,Diamond,16.61893380228652,60,0
1910,1793.62,0.0,1.0,0.6616899810971849,Platinum,16.616899810971848,60,0
5261,1188.84,0.0,1.0,0.6612706539252765,Diamond,16.612706539252766,60,0
5355,1443.8,0.0,1.0,0.6611244575777147,Platinum,16.611244575777146,60,0
1876,1891.63,217.52,0.8850092248484112,0.6606922213459492,Diamond,11.606922213459491,45,1
8937,1870.63,0.0,1.0,0.658833567514708,Platinum,16.588335675147082,60,0
1398,2094.23,0.0,1.0,0.6587525779505629,Platinum,16.587525779505626,60,0
8200,1408.1,0.0,1.0,0.658281119971625,Diamond,16.58281119971625,60,0
3431,1271.8,0.0,1.0,0.6579622040178884,Gold,16.579622040178883,60,0
2214,1298.49,0.0,1.0,0.6577562875393627,Platinum,16.577562875393625,60,0
2263,1640.63,0.0,1.0,0.6574590952597607,Platinum,16.574590952597607,60,0
2989,757.47,0.0,1.0,0.6568590946997583,Diamond,16.568590946997585,60,0
8714,1896.0900000000001,0.0,1.0,0.6568229136849972,Platinum,16.568229136849972,60,0
9031,1086.1,0.0,1.0,0.6553972628551028,Diamond,16.55397262855103,60,0
3501,1608.5300000000002,0.0,1.0,0.6552292781592337,Platinum,16.552292781592335,60,0
1023,1434.72,0.0,1.0,0.654537740818847,Platinum,16.54537740818847,60,0
1094,996.8,0.0,1.0,0.6539692304939121,Diamond,16.53969230493912,60,0
7129,1962.3600000000001,0.0,1.0,0.6531378474292747,Platinum,16.531378474292747,60,0
4771,1314.88,0.0,1.0,0.6524420465391695,Platinum,16.524420465391696,60,0
5797,948.71,0.0,1.0,0.6520152015653524,Platinum,16.520152015653522,60,0
7439,838.0699999999999,119.19,0.8577803763408784,0.6513896670152546,Platinum,16.513896670152548,45,0
4129,666.91,0.0,1.0,0.6513526937979843,Platinum,16.513526937979844,60,0
8162,2060.55,380.96000000000004,0.8151173230448181,0.6503251140929909,Diamond,16.50325114092991,30,0
8485,1765.89,0.0,1.0,0.6498696123028356,Platinum,16.498696123028356,60,0
7449,1799.04,0.0,1.0,0.6497320765878553,Platinum,16.497320765878555,60,0
1828,1637.63,0.0,1.0,0.6494141581381215,Platinum,16.494141581381214,60,0
8565,1395.99,0.0,1.0,0.6481940167199018,Platinum,16.481940167199017,60,0
1213,1310.87,0.0,1.0,0.6481545563441543,Platinum,16.481545563441543,60,0
7249,1458.43,151.01,0.8964571491261151,0.6480521676620603,Platinum,16.480521676620604,45,0
6634,1392.3700000000001,300.65,0.7840731989341914,0.646941496409225,Platinum,16.469414964092252,30,0
1999,3329.09,686.23,0.79386859472108,0.6467141045550986,Platinum,16.467141045550985,30,0
2590,2249.76,285.93,0.8729064433539577,0.6458084313269017,Platinum,16.458084313269016,45,0
7475,2458.0699999999997,274.55,0.8883066796307673,0.6457450218950422,Diamond,16.457450218950424,45,0
8621,1164.94,47.93,0.9588562501073017,0.6453556599496449,Diamond,16.45355659949645,60,0
5871,1677.69,0.0,1.0,0.6450656326438216,Platinum,16.450656326438214,60,0
6662,733.62,0.0,1.0,0.6450293698352538,Platinum,16.45029369835254,60,0
8667,1578.87,0.0,1.0,0.6443608584024884,Platinum,16.443608584024886,60,0
3321,1334.29,0.0,1.0,0.6443147594131432,Platinum,16.443147594131432,60,0
7842,1672.85,0.0,1.0,0.6439096997441428,Platinum,16.43909699744143,60,0
4679,881.61,72.74,0.9174918614807,0.6432528121329337,Platinum,11.432528121329337,45,1
6158,1467.19,0.0,1.0,0.6431423425886185,Platinum,16.431423425886184,60,0
7625,847.66,0.0,1.0,0.6429099028514798,Diamond,16.4290990285148,60,0
2285,247.28000000000003,0.0,1.0,0.6427494127509044,Platinum,16.427494127509043,60,0
6926,1433.0,0.0,1.0,0.642490966768097,Platinum,16.42490966768097,60,0
4048,1264.16,0.0,1.0,0.6420754409157913,Platinum,16.42075440915791,60,0
9051,1289.71,149.89,0.8837800745904119,0.6420643771571064,Diamond,11.420643771571065,45,1
8035,1291.8400000000001,0.0,1.0,0.6412680405560933,Platinum,16.412680405560934,60,0
1247,1777.16,0.0,1.0,0.6409920119483784,Platinum,16.409920119483786,60,0
8534,1903.29,118.26,0.9378654855539619,0.6405193812409397,Diamond,16.405193812409394,45,0
4627,1035.99,0.0,1.0,0.640377319698983,Platinum,16.40377319698983,60,0
7856,1530.1,0.0,1.0,0.640113613423327,Platinum,16.40113613423327,60,0
2730,1780.88,0.0,1.0,0.6400939966054734,Platinum,16.400939966054736,60,0
6559,1264.23,0.0,1.0,0.6376583581354981,Platinum,16.376583581354982,60,0
7341,1001.9200000000001,28.68,0.9713749600766528,0.637622977919241,Platinum,16.37622977919241,60,0
7237,1685.3899999999999,0.0,1.0,0.6375956177206746,Platinum,16.375956177206746,60,0
2031,1368.7,25.12,0.9816468181486082,0.6361163397002098,Platinum,16.361163397002095,60,0
1952,1522.5900000000001,0.0,1.0,0.6358469289096321,Platinum,16.358469289096323,60,0
7649,900.4699999999999,0.0,1.0,0.6357889762857615,Platinum,16.357889762857614,60,0
7143,1529.02,0.0,1.0,0.6355356178777187,Platinum,16.355356178777186,60,0
9767,1532.92,0.0,1.0,0.6351480765398898,Platinum,16.351480765398897,60,0
2232,531.07,0.0,1.0,0.6351385469907778,Diamond,16.35138546990778,60,0
6121,1381.37,0.0,1.0,0.635127245369337,Platinum,16.35127245369337,60,0
6430,1343.1,0.0,1.0,0.6344791995078312,Platinum,16.34479199507831,60,0
8880,1195.84,229.13,0.8083940995450897,0.6340816318756214,Platinum,16.34081631875621,30,0
6898,744.1700000000001,0.0,1.0,0.6336048229554417,Platinum,16.336048229554414,60,0
2070,1666.46,0.0,1.0,0.633489892765961,Platinum,16.334898927659612,60,0
8269,678.98,0.0,1.0,0.6326507130396006,Platinum,16.326507130396006,60,0
3368,1544.4299999999998,0.0,1.0,0.6323383135794063,Platinum,16.323383135794064,60,0
5353,733.0,13.31,0.9818417462482947,0.6323180944607462,Platinum,11.323180944607461,60,1
2337,1368.9099999999999,0.0,1.0,0.6322265661200893,Platinum,16.32226566120089,60,0
9841,1125.37,0.0,1.0,0.6320855402824074,Platinum,16.320855402824073,60,0
9438,1692.8400000000001,0.0,1.0,0.6318857469262801,Platinum,16.3188574692628,60,0
9604,1230.4099999999999,0.0,1.0,0.6315888376912923,Platinum,16.315888376912923,60,0
4940,1496.8400000000001,0.0,1.0,0.6315357135650592,Platinum,16.315357135650594,60,0
3606,1665.3,0.0,1.0,0.6310559514223616,Platinum,16.310559514223616,60,0
7435,1509.6,0.0,1.0,0.6309100784456627,Platinum,16.30910078445663,60,0
1082,755.51,0.0,1.0,0.6307899378004895,Platinum,16.307899378004894,60,0
9807,1960.67,0.0,1.0,0.6306121793153978,Platinum,16.306121793153977,60,0
9243,757.29,0.0,1.0,0.6304647823108438,Platinum,16.30464782310844,60,0
6682,1706.6100000000001,373.65,0.7810571835392972,0.6302033160737562,Diamond,11.302033160737563,30,1
5572,1056.3200000000002,0.0,1.0,0.6296262375326837,Platinum,16.296262375326837,60,0
8487,1718.33,0.0,1.0,0.629623471760715,Platinum,16.29623471760715,60,0
2075,1319.46,0.0,1.0,0.629473983878205,Platinum,16.29473983878205,60,0
7131,1112.61,0.0,1.0,0.6290495592401878,Platinum,16.290495592401875,60,0
6095,1436.46,215.48,0.8499923422858973,0.6288042766172918,Platinum,16.288042766172918,30,0
7780,1553.4499999999998,0.0,1.0,0.6284434245251341,Platinum,16.28443424525134,60,0
8496,390.38,0.0,1.0,0.6283742265843963,Platinum,16.283742265843962,60,0
2133,1111.29,0.0,1.0,0.6282522111490908,Platinum,16.28252211149091,60,0
6900,873.13,0.0,1.0,0.6281470250748007,Platinum,16.281470250748008,60,0
5080,1717.6100000000001,0.0,1.0,0.6278341009929358,Platinum,16.278341009929356,60,0
9773,1483.22,0.0,1.0,0.6275899818611012,Platinum,16.275899818611013,60,0
2894,1345.0,53.61,0.9601412639405205,0.6275575996045117,Platinum,16.275575996045117,60,0
1786,1347.37,0.0,1.0,0.6275371499099539,Platinum,16.275371499099542,60,0
3695,1155.76,0.0,1.0,0.6273193896882465,Platinum,16.273193896882464,60,0
2380,1370.96,0.0,1.0,0.6272378287087649,Platinum,16.272378287087648,60,0
5982,1349.59,0.0,1.0,0.6270989892385526,Platinum,16.270989892385526,60,0
8338,1426.09,382.54,0.7317560602767006,0.6270306432843599,Platinum,16.2703064328436,30,0
4444,1059.55,0.0,1.0,0.62694578144981,Platinum,16.269457814498097,60,0
1170,1455.06,0.0,1.0,0.62674150541265,Platinum,16.2674150541265,60,0
3377,1570.09,0.0,1.0,0.626672069699219,Platinum,16.266720696992188,60,0
7404,1330.45,0.0,1.0,0.6260172398974454,Platinum,16.260172398974454,60,0
8138,1360.1,0.0,1.0,0.6259005098637853,Platinum,16.259005098637854,60,0
5926,1523.45,0.0,1.0,0.6257718310865222,Platinum,16.257718310865222,60,0
1075,1114.47,0.0,1.0,0.625317723285907,Platinum,16.25317723285907,60,0
3727,1556.9099999999999,0.0,1.0,0.6250123227124951,Platinum,16.250123227124952,60,0
3913,1254.21,0.0,1.0,0.6249827125936683,Platinum,16.249827125936683,60,0
7556,757.9100000000001,129.88,0.8286340066762544,0.6248158538046661,Platinum,16.24815853804666,30,0
5457,1069.22,0.0,1.0,0.6247118913981554,Platinum,16.247118913981552,60,0
1536,1017.59,0.0,1.0,0.6244188770701024,Platinum,16.244188770701022,60,0
1512,1848.1100000000001,181.71,0.9016779304262192,0.6243817551264359,Diamond,16.24381755126436,45,0
7485,1481.72,0.0,1.0,0.6242619577447261,Platinum,16.24261957744726,60,0
2120,1174.5900000000001,0.0,1.0,0.624098869264158,Platinum,16.24098869264158,60,0
5631,1447.63,0.0,1.0,0.6239923828585626,Platinum,16.239923828585624,60,0
6726,1479.6,0.0,1.0,0.6239455557141215,Platinum,16.239455557141213,60,0
5305,1210.45,0.0,1.0,0.6239167247288563,Platinum,16.239167247288563,60,0
9056,672.98,0.0,1.0,0.623884071119555,Platinum,16.23884071119555,60,0
7891,1005.75,0.0,1.0,0.6238096060381148,Platinum,16.23809606038115,60,0
3363,1434.21,248.15,0.8269779181570343,0.6236973798820931,Diamond,11.23697379882093,30,1
4355,523.9,16.74,0.9680473372781065,0.6235303347065557,Platinum,11.235303347065557,60,1
3729,1344.47,0.0,1.0,0.6231568420055008,Platinum,16.231568420055005,60,0
2155,1286.4099999999999,0.0,1.0,0.6229226134568357,Platinum,16.229226134568357,60,0
7329,1397.51,0.0,1.0,0.6228610272857749,Platinum,16.22861027285775,60,0
1605,1148.77,188.8,0.8356503042384463,0.6227325351629336,Platinum,16.227325351629336,30,0
4332,1178.81,0.0,1.0,0.6227108686940513,Platinum,16.227108686940515,60,0
9852,639.88,0.0,1.0,0.6226342244734313,Platinum,16.22634224473431,60,0
9987,564.02,0.0,1.0,0.62211619728587,Platinum,16.2211619728587,60,0
3495,1670.74,0.0,1.0,0.6218764273019235,Platinum,16.218764273019236,60,0
9961,1220.6299999999999,0.0,1.0,0.6214456760080824,Platinum,16.214456760080825,60,0
1416,1518.0900000000001,0.0,1.0,0.6213174020150526,Gold,16.213174020150525,60,0
1821,454.40000000000003,34.46,0.9241637323943662,0.6205494857987266,Gold,16.205494857987265,45,0
7302,493.76,0.0,1.0,0.6205042749475904,Platinum,16.205042749475904,60,0
5117,1430.02,0.0,1.0,0.6204314807424206,Platinum,16.204314807424204,60,0
9960,1513.01,0.0,1.0,0.6204067630345317,Platinum,16.204067630345314,60,0
8437,1706.8400000000001,0.0,1.0,0.6201863625848377,Platinum,16.201863625848375,60,0
1365,1172.28,0.0,1.0,0.619988863640092,Platinum,16.19988863640092,60,0
8638,944.59,0.0,1.0,0.6199466192314329,Platinum,16.19946619231433,60,0
4551,1078.0700000000002,134.1,0.8756110456649383,0.6199199347790265,Gold,16.199199347790266,45,0
4914,1072.8899999999999,0.0,1.0,0.6197719654870616,Platinum,16.197719654870614,60,0
8504,1023.1300000000001,0.0,1.0,0.6192827700456381,Platinum,16.19282770045638,60,0
3505,1542.3400000000001,0.0,1.0,0.6192702902129473,Gold,16.192702902129472,60,0
6506,1584.49,294.39,0.8142052016737247,0.6189496465323738,Diamond,16.18949646532374,30,0
6322,1078.33,0.0,1.0,0.6189257746999568,Platinum,16.18925774699957,60,0
3998,1723.15,0.0,1.0,0.6189101151805927,Platinum,16.18910115180593,60,0
3381,1000.1700000000001,0.0,1.0,0.6180859219817653,Platinum,16.180859219817656,60,0
5464,748.23,0.0,1.0,0.6180705873550094,Platinum,16.180705873550096,60,0
5876,1202.17,0.0,1.0,0.6178591629195973,Platinum,16.178591629195974,60,0
3410,770.51,0.0,1.0,0.6177317951258561,Platinum,16.177317951258562,60,0
6120,800.78,0.0,1.0,0.6176337460367287,Gold,16.176337460367286,60,0
3683,1058.4,0.0,1.0,0.6175676969673232,Platinum,16.175676969673233,60,0
2950,773.22,0.0,1.0,0.6173083984267468,Platinum,16.173083984267468,60,0
2729,886.39,0.0,1.0,0.6171829198797176,Platinum,16.171829198797177,60,0
3434,559.51,0.0,1.0,0.6171823286816929,Platinum,16.171823286816927,60,0
2873,1206.15,0.0,1.0,0.6169689815211737,Platinum,16.169689815211736,60,0
6947,1126.88,0.0,1.0,0.6168532596437334,Platinum,16.168532596437334,60,0
3398,1447.4,0.0,1.0,0.6166622205075197,Platinum,16.166622205075196,60,0
1651,539.35,0.0,1.0,0.6165748966788246,Platinum,16.165748966788243,60,0
2937,1654.52,0.0,1.0,0.6163372046379996,Platinum,16.163372046379997,60,0
7408,1022.25,0.0,1.0,0.6162259521263209,Platinum,16.16225952126321,60,0
9760,1279.47,217.51,0.8299999218426379,0.6160771125009843,Platinum,16.160771125009845,30,0
5712,1715.74,0.0,1.0,0.6159090699850939,Platinum,16.15909069985094,60,0
1981,684.6,0.0,1.0,0.6159008548434306,Platinum,16.159008548434308,60,0
4346,1234.04,0.0,1.0,0.6157891206993844,Platinum,16.157891206993845,60,0
6881,800.17,0.0,1.0,0.6153426391250257,Platinum,16.153426391250257,60,0
3906,1000.1499999999999,0.0,1.0,0.614802491087823,Platinum,16.148024910878227,60,0
8626,1128.84,0.0,1.0,0.6146395882601738,Platinum,16.146395882601738,60,0
3171,470.65999999999997,0.0,1.0,0.6145052288079399,Platinum,16.1450522880794,60,0
2596,1768.21,0.0,1.0,0.6144597172122566,Platinum,16.144597172122566,60,0
8614,1699.61,350.21,0.7939468466295209,0.6143149340866274,Platinum,16.143149340866273,30,0
1836,722.39,0.0,1.0,0.6142617107654742,Platinum,16.142617107654743,60,0
8928,2014.81,484.61000000000007,0.7594760796303373,0.6141904451095794,Diamond,11.141904451095794,30,1
7212,474.09000000000003,0.0,1.0,0.6135984756038825,Platinum,16.135984756038827,60,0
2746,1437.38,0.0,1.0,0.6133300093091244,Gold,16.133300093091243,60,0
3387,701.45,0.0,1.0,0.6131257264241109,Platinum,16.131257264241107,60,0
7892,1367.72,223.9,0.8362969028748575,0.612921593120873,Platinum,16.12921593120873,30,0
3900,633.5,0.0,1.0,0.6125935066795943,Platinum,16.125935066795943,60,0
3102,966.1099999999999,0.0,1.0,0.6125142207092422,Platinum,16.125142207092424,60,0
1967,1534.42,0.0,1.0,0.6124659996461639,Platinum,16.124659996461638,60,0
2121,1106.8600000000001,0.0,1.0,0.6122096418782585,Platinum,16.122096418782586,60,0
5835,785.23,0.0,1.0,0.6121147108451223,Platinum,16.121147108451225,60,0
7225,682.3900000000001,0.0,1.0,0.6120463875274594,Platinum,16.120463875274595,60,0
4133,662.2,0.0,1.0,0.6119431021129706,Platinum,16.119431021129706,60,0
7332,1974.22,275.58,0.8604106938436445,0.6116746248724604,Diamond,16.116746248724603,45,0
5691,852.81,0.0,1.0,0.6116256812739297,Platinum,16.116256812739298,60,0
5102,877.8000000000001,0.0,1.0,0.6116210681032429,Platinum,16.11621068103243,60,0
6377,1493.26,295.15,0.8023452044520043,0.6114568370473719,Platinum,16.11456837047372,30,0
4746,1100.78,0.0,1.0,0.61126887234204,Platinum,16.112688723420398,60,0
5910,1121.6599999999999,0.0,1.0,0.6106353720823845,Gold,16.106353720823844,60,0
4494,796.77,0.0,1.0,0.6104422154376733,Platinum,16.104422154376735,60,0
4909,1537.82,0.0,1.0,0.6102957162628091,Platinum,16.10295716262809,60,0
1989,1347.35,0.0,1.0,0.6101123048745974,Platinum,16.101123048745976,60,0
5214,819.3199999999999,0.0,1.0,0.6101115584585586,Platinum,16.101115584585585,60,0
1713,1086.3,0.0,1.0,0.6100750061379595,Platinum,16.100750061379596,60,0
1921,1462.54,0.0,1.0,0.6100476900500779,Platinum,16.100476900500777,60,0
7203,618.75,0.0,1.0,0.6096238284577986,Platinum,16.096238284577986,60,0
2219,1453.04,153.78,0.8941667125474866,0.6094735893353977,Diamond,16.094735893353977,45,0
2898,476.43999999999994,0.0,1.0,0.6088713026117928,Platinum,16.088713026117926,60,0
7294,1078.6299999999999,0.0,1.0,0.6088338037656561,Platinum,16.08833803765656,60,0
6329,1026.43,0.0,1.0,0.6085236150208551,Platinum,16.08523615020855,60,0
4054,1329.01,105.29,0.9207756149314151,0.6080467241324329,Diamond,11.08046724132433,45,1
6968,1476.99,0.0,1.0,0.6079578240546591,Platinum,16.07957824054659,60,0
4256,1568.52,0.0,1.0,0.6079378960399046,Platinum,16.079378960399048,60,0
9728,1517.26,0.0,1.0,0.607908555269985,Gold,16.07908555269985,60,0
3809,1454.36,0.0,1.0,0.6075284948317423,Platinum,16.075284948317424,60,0
3852,968.0500000000001,0.0,1.0,0.6075221689367911,Platinum,16.07522168936791,60,0
1878,690.3,0.0,1.0,0.6074867404250497,Platinum,16.074867404250497,60,0
4055,956.24,0.0,1.0,0.6074188523265248,Platinum,16.07418852326525,60,0
9137,572.25,0.0,1.0,0.6069601313552228,Platinum,16.069601313552226,60,0
8835,1018.0,0.0,1.0,0.6067544629211709,Platinum,16.067544629211707,60,0
4482,1333.16,0.0,1.0,0.6066544492589421,Platinum,16.066544492589422,60,0
9956,1945.52,251.52,0.8707183683539619,0.6065996143947261,Diamond,16.06599614394726,45,0
4649,291.62,0.0,1.0,0.6065854015905464,Platinum,16.065854015905465,60,0
7509,1497.94,0.0,1.0,0.6065688571763269,Platinum,16.06568857176327,60,0
5341,1014.5899999999999,0.0,1.0,0.6061466672211906,Platinum,16.061466672211907,60,0
4530,517.3,0.0,1.0,0.6060620330772024,Platinum,16.060620330772025,60,0
3945,1042.98,0.0,1.0,0.6059919726873513,Platinum,16.059919726873513,60,0
1039,1184.6200000000001,0.0,1.0,0.6059667353034639,Gold,16.05966735303464,60,0
6091,1163.55,0.0,1.0,0.605836934999961,Platinum,16.05836934999961,60,0
1388,1338.9299999999998,0.0,1.0,0.6058182015552176,Gold,16.058182015552177,60,0
7788,1140.17,0.0,1.0,0.605637533112796,Platinum,16.05637533112796,60,0
5139,286.2,0.0,1.0,0.6054119929685631,Platinum,16.05411992968563,60,0
1350,1436.01,0.0,1.0,0.6052079223670103,Platinum,16.052079223670106,60,0
4916,1065.21,0.0,1.0,0.6051466234253627,Platinum,16.051466234253628,60,0
7574,835.55,163.17,0.8047154568846867,0.6050877702324192,Diamond,11.050877702324193,30,1
3597,1295.44,0.0,1.0,0.605012874192969,Platinum,16.05012874192969,60,0
8734,1384.8,0.0,1.0,0.6049275628723502,Platinum,16.0492756287235,60,0
2815,682.87,0.0,1.0,0.6047376178709621,Platinum,16.04737617870962,60,0
2656,1610.84,0.0,1.0,0.6046675666115826,Platinum,16.046675666115824,60,0
2708,1165.77,0.0,1.0,0.6043886733184586,Gold,16.043886733184586,60,0
2102,871.43,0.0,1.0,0.6043584293927406,Platinum,16.043584293927406,60,0
7293,768.25,0.0,1.0,0.6042798616861407,Platinum,16.042798616861408,60,0
7002,1631.87,0.0,1.0,0.6040385859352818,Platinum,16.040385859352817,60,0
4636,1294.52,0.0,1.0,0.603975053071626,Platinum,16.03975053071626,60,0
8353,1054.42,0.0,1.0,0.6033063632142316,Platinum,16.033063632142316,60,0
1908,1219.6200000000001,0.0,1.0,0.6032334259650095,Platinum,16.032334259650092,60,0
6483,1795.29,320.83,0.8212934957583454,0.6031364853073266,Platinum,16.031364853073264,30,0
9176,1207.15,0.0,1.0,0.6031102231879827,Platinum,16.031102231879828,60,0
1507,758.49,123.93,0.8366095795593878,0.6030235586802242,Platinum,16.03023558680224,30,0
8861,1747.38,380.14,0.7824514415868329,0.6028227753819047,Platinum,16.028227753819046,30,0
5731,1316.18,0.0,1.0,0.6026074788878393,Gold,16.026074788878393,60,0
1354,961.72,0.0,1.0,0.6025334627212439,Platinum,16.025334627212438,60,0
5791,696.96,0.0,1.0,0.602384379622967,Platinum,16.02384379622967,60,0
9007,1651.13,0.0,1.0,0.6020936479127698,Platinum,16.0209364791277,60,0
4615,1054.0900000000001,0.0,1.0,0.602033793868225,Platinum,16.02033793868225,60,0
4163,796.53,0.0,1.0,0.6018491255184473,Platinum,16.018491255184472,60,0
5856,835.17,0.0,1.0,0.6017507439279854,Platinum,16.017507439279854,60,0
5512,775.87,0.0,1.0,0.6017316787427804,Platinum,16.017316787427806,60,0
7470,902.29,76.05,0.9157144598743198,0.6014982847155462,Diamond,16.014982847155462,45,0
3764,743.6700000000001,0.0,1.0,0.6012665253543605,Platinum,16.012665253543606,60,0
5675,1081.01,72.57,0.9328683360930982,0.6012447681173753,Platinum,11.012447681173754,45,1
1366,389.77,26.3,0.9325243092079945,0.6011130453760933,Diamond,16.011130453760934,45,0
7028,1156.84,0.0,1.0,0.6010893044257739,Platinum,16.010893044257738,60,0
9951,1245.56,0.0,1.0,0.6009847095495083,Platinum,16.009847095495083,60,0
9700,1277.43,0.0,1.0,0.6009348693494975,Platinum,16.009348693494974,60,0
8293,1240.06,0.0,1.0,0.6008189914931702,Platinum,16.0081899149317,60,0
4742,993.1,113.81,0.8853992548585238,0.600441691805482,Diamond,16.00441691805482,45,0
5740,469.89000000000004,0.0,1.0,0.6003406141386385,Platinum,16.003406141386385,60,0
9706,367.3,0.0,1.0,0.6002798234599003,Platinum,16.002798234599002,60,0
9150,648.46,0.0,1.0,0.600165471914046,Platinum,16.00165471914046,60,0
5514,1200.62,0.0,1.0,0.6001356928814979,Platinum,16.001356928814978,60,0
7031,1199.25,0.0,1.0,0.600094414020192,Gold,16.00094414020192,60,0
3421,1666.3200000000002,0.0,1.0,0.6000260785285674,Gold,16.000260785285676,60,0
1621,1387.94,0.0,1.0,0.5999716677667364,Platinum,15.999716677667363,60,0
6008,651.38,0.0,1.0,0.5997484026316331,Platinum,15.99748402631633,60,0
3600,882.5600000000001,0.0,1.0,0.5996432774271525,Platinum,15.996432774271526,60,0
8807,563.59,0.0,1.0,0.5996284936721725,Platinum,15.996284936721725,60,0
3830,1574.44,0.0,1.0,0.5995304103437772,Gold,15.995304103437773,60,0
7684,1070.26,0.0,1.0,0.599490701923556,Platinum,15.99490701923556,60,0
4981,1212.26,0.0,1.0,0.5994763115397199,Platinum,15.994763115397198,60,0
5615,724.5500000000001,18.19,0.9748947622662342,0.5992341926217701,Platinum,15.992341926217701,60,0
3218,1052.6499999999999,0.0,1.0,0.5992126280902423,Platinum,15.992126280902424,60,0
9261,1295.15,0.0,1.0,0.599196055523736,Platinum,15.991960555237359,60,0
7168,1207.1,0.0,1.0,0.5990683126197938,Gold,15.990683126197938,60,0
7778,1441.1,0.0,1.0,0.5990481555823809,Platinum,15.99048155582381,60,0
6269,1124.74,0.0,1.0,0.598859487325247,Platinum,15.988594873252469,60,0
3216,560.7,0.0,1.0,0.5987838406086299,Platinum,15.987838406086299,60,0
