user_id,order_id,purchase_amount,return_amount,purchase_date,return_date,return_status,product_category
2148,41,842.94,0.0,2024-08-05 15:45:46,,Not Returned,Sports
9248,42,284.01,180.15,2023-10-06 02:44:58,2025-01-15 08:06:25,Returned,Home
7395,43,652.03,0.0,2024-08-16 11:31:24,,Not Returned,Books
2216,44,458.17,412.66,2024-02-28 20:57:16,2024-06-01 00:34:45,Returned,Books
6612,45,126.36,101.92,2024-03-18 08:51:54,2025-05-13 20:50:15,Returned,Books
4390,46,175.24,0.0,2023-12-22 10:11:18,,Not Returned,Toys
3321,47,755.03,0.0,2023-09-08 14:54:56,,Not Returned,Clothing
4702,48,407.5,0.0,2023-09-25 02:05:11,,Not Returned,Home
6271,49,139.65,0.0,2023-12-05 14:06:33,,Not Returned,Home
5757,50,623.95,327.21,2023-11-02 05:42:03,2024-10-05 00:57:40,Returned,Clothing
6890,51,758.88,324.46,2025-03-15 11:15:07,2025-04-10 13:56:42,Returned,Sports
6022,52,459.01,283.4,2025-03-28 06:21:01,2025-06-17 11:28:13,Returned,Sports
6430,53,700.41,0.0,2024-12-23 10:13:52,,Not Returned,Home
4673,54,99.06,0.0,2023-11-01 12:20:55,,Not Returned,Electronics
2054,55,75.69,0.0,2024-09-06 06:46:46,,Not Returned,Electronics
2991,56,357.24,223.91,2024-12-23 09:22:26,2025-02-17 10:33:31,Returned,Toys
1992,57,978.77,0.0,2025-01-22 08:57:18,,Not Returned,Sports
3701,58,92.17,41.98,2024-06-17 03:05:07,2024-09-20 23:44:36,Returned,Clothing
7293,59,25.92,0.0,2023-08-24 11:25:49,,Not Returned,Home
8651,60,222.74,0.0,2023-11-11 15:16:07,,Not Returned,Electronics
5611,61,716.38,613.94,2023-10-31 04:48:38,2024-06-11 02:42:40,Returned,Toys
7391,62,641.02,367.76,2024-10-04 05:25:23,2024-10-17 12:18:25,Returned,Books
7619,63,902.61,0.0,2024-10-31 13:11:17,,Not Returned,Toys
8273,64,904.58,0.0,2024-07-10 15:47:44,,Not Returned,Sports
8572,65,451.92,414.49,2024-04-12 21:50:22,2024-11-23 00:35:32,Returned,Sports
7233,66,576.88,0.0,2023-08-21 12:09:25,,Not Returned,Sports
4365,67,132.26,48.79,2023-07-10 21:08:16,2024-11-05 08:40:21,Returned,Sports
6337,68,104.22,59.11,2023-09-11 17:02:34,2023-09-15 22:58:53,Returned,Toys
1334,69,380.88,282.43,2025-01-27 23:45:31,2025-03-23 15:42:24,Returned,Clothing
8614,70,892.93,0.0,2024-11-05 11:12:36,,Not Returned,Clothing
4645,71,590.69,0.0,2023-08-24 20:08:35,,Not Returned,Clothing
8586,72,301.61,0.0,2023-09-23 08:49:41,,Not Returned,Home
2709,73,318.86,0.0,2023-09-08 07:16:44,,Not Returned,Electronics
7603,74,859.69,0.0,2024-01-07 09:41:02,,Not Returned,Clothing
6532,75,564.11,293.57,2023-08-02 14:04:18,2025-04-28 08:02:07,Returned,Electronics
4879,76,123.66,0.0,2025-04-13 00:50:32,,Not Returned,Clothing
2214,77,767.04,0.0,2024-05-12 16:56:37,,Not Returned,Toys
1956,78,761.22,0.0,2024-08-20 01:20:04,,Not Returned,Home
6099,79,682.2,0.0,2023-11-19 16:49:55,,Not Returned,Sports
4831,80,855.11,0.0,2023-12-15 12:03:25,,Not Returned,Books
3321,81,579.26,0.0,2023-10-26 05:44:57,,Not Returned,Sports
3218,82,103.23,0.0,2023-09-18 02:38:07,,Not Returned,Home
7772,83,144.8,0.0,2023-10-03 17:17:11,,Not Returned,Sports
4473,84,695.78,0.0,2025-06-17 11:44:32,,Not Returned,Toys
8191,85,497.84,221.24,2023-12-18 10:29:17,2024-11-22 22:43:59,Returned,Electronics
6565,86,72.91,0.0,2024-10-16 21:34:29,,Not Returned,Sports
3606,87,758.15,0.0,2024-04-01 19:33:35,,Not Returned,Sports
4417,88,467.78,346.04,2023-10-29 20:32:16,2024-11-19 06:44:39,Returned,Electronics
2572,89,263.88,0.0,2024-05-07 13:46:40,,Not Returned,Electronics
1102,90,239.95,0.0,2024-06-24 15:17:37,,Not Returned,Sports
5762,91,205.91,0.0,2025-03-31 00:59:50,,Not Returned,Electronics
3662,92,378.95,0.0,2024-04-11 14:29:08,,Not Returned,Books
7910,93,387.0,0.0,2024-01-01 06:56:12,,Not Returned,Books
3173,94,160.42,0.0,2023-07-10 15:51:58,,Not Returned,Books
6122,95,582.36,242.82,2024-05-06 14:33:26,2024-12-21 11:26:51,Returned,Toys
6589,96,703.67,513.98,2024-11-12 12:08:08,2025-04-17 19:33:08,Returned,Toys
1621,97,732.83,0.0,2024-10-04 10:23:29,,Not Returned,Toys
4286,98,23.28,0.0,2023-08-22 17:05:19,,Not Returned,Electronics
2015,99,103.13,0.0,2024-10-29 21:39:39,,Not Returned,Home
3780,100,684.9,0.0,2023-07-23 11:25:28,,Not Returned,Books
3581,101,956.19,0.0,2023-06-28 14:28:27,,Not Returned,Electronics
3830,102,592.79,0.0,2024-06-22 05:42:31,,Not Returned,Toys
9186,103,540.55,0.0,2023-11-04 23:40:22,,Not Returned,Books
5339,104,128.09,0.0,2023-12-20 15:43:42,,Not Returned,Books
2366,105,109.19,101.75,2023-08-09 17:36:06,2025-02-18 05:25:11,Returned,Sports
5026,106,107.17,0.0,2024-12-24 00:54:23,,Not Returned,Sports
5551,107,767.1,0.0,2024-11-30 18:57:00,,Not Returned,Sports
4765,108,656.98,0.0,2024-09-15 12:47:13,,Not Returned,Clothing
8928,109,752.65,0.0,2024-11-21 22:06:25,,Not Returned,Electronics
2472,110,196.58,0.0,2023-12-20 23:26:15,,Not Returned,Home
7080,111,266.72,178.76,2024-10-12 02:09:18,2025-05-13 09:42:18,Returned,Electronics
8937,112,70.25,0.0,2024-11-26 22:19:48,,Not Returned,Books
3668,113,810.54,0.0,2024-04-15 07:39:25,,Not Returned,Home
4880,114,918.01,282.83,2025-06-09 08:21:05,2025-06-20 05:27:45,Returned,Electronics
3360,115,745.03,0.0,2024-02-14 21:12:14,,Not Returned,Sports
8026,116,572.88,0.0,2024-02-01 23:17:08,,Not Returned,Toys
1781,117,553.22,0.0,2024-12-27 04:02:30,,Not Returned,Clothing
6347,118,317.52,264.33,2024-08-20 19:59:02,2024-09-22 10:25:42,Returned,Home
1335,119,138.96,0.0,2025-02-17 15:45:13,,Not Returned,Electronics
3336,120,151.77,88.48,2024-05-14 21:04:08,2025-02-11 02:50:11,Returned,Electronics
5184,121,884.88,0.0,2024-10-24 19:32:26,,Not Returned,Toys
2202,122,541.23,0.0,2025-06-17 08:52:54,,Not Returned,Electronics
8703,123,909.19,279.03,2025-06-11 15:51:55,2025-06-19 12:33:56,Returned,Electronics
6893,124,586.08,0.0,2025-03-14 15:59:20,,Not Returned,Toys
4051,125,335.55,0.0,2024-10-22 10:48:58,,Not Returned,Electronics
1743,126,98.7,25.02,2025-03-31 18:36:23,2025-06-16 05:26:04,Returned,Electronics
7156,127,251.48,0.0,2024-12-07 22:31:14,,Not Returned,Sports
3712,128,347.96,0.0,2024-10-27 15:27:31,,Not Returned,Electronics
1123,129,792.07,723.5,2024-04-06 11:38:34,2024-08-09 23:51:00,Returned,Toys
4721,130,877.58,639.47,2025-05-10 09:48:12,2025-05-14 21:24:26,Returned,Clothing
7260,131,786.13,613.2,2023-12-07 19:59:31,2025-03-02 22:52:50,Returned,Toys
6164,132,174.77,0.0,2023-09-11 00:59:09,,Not Returned,Home
7408,133,193.45,0.0,2025-04-19 18:03:56,,Not Returned,Electronics
8547,134,281.87,0.0,2024-04-05 18:09:41,,Not Returned,Sports
1241,135,283.08,0.0,2023-10-17 13:30:03,,Not Returned,Books
9702,136,815.47,0.0,2024-04-24 12:27:51,,Not Returned,Toys
2226,137,688.92,0.0,2024-05-30 14:19:46,,Not Returned,Clothing
9604,138,652.73,0.0,2024-12-06 03:28:25,,Not Returned,Sports
8735,139,997.89,0.0,2023-07-07 16:47:50,,Not Returned,Books
8607,140,792.98,0.0,2023-10-10 18:02:00,,Not Returned,Books
5677,141,83.7,0.0,2024-04-30 01:43:43,,Not Returned,Electronics
8955,142,585.47,0.0,2025-05-04 22:46:20,,Not Returned,Toys
1489,143,428.32,0.0,2024-07-07 01:22:17,,Not Returned,Sports
3694,144,438.14,107.29,2023-12-19 13:38:51,2024-12-06 03:24:46,Returned,Sports
3786,145,662.14,0.0,2024-10-18 11:27:21,,Not Returned,Sports
5221,146,514.62,0.0,2025-02-17 19:10:53,,Not Returned,Books
4094,147,745.94,0.0,2024-03-01 06:54:10,,Not Returned,Sports
6224,148,933.72,637.13,2025-03-14 17:36:09,2025-03-21 01:03:46,Returned,Books
9388,149,459.25,0.0,2023-11-02 18:06:10,,Not Returned,Sports
9359,150,102.47,0.0,2025-03-11 23:36:49,,Not Returned,Home
5356,151,293.23,0.0,2024-10-24 18:35:44,,Not Returned,Electronics
4511,152,86.08,0.0,2024-02-10 07:44:36,,Not Returned,Toys
2738,153,730.03,204.69,2024-01-16 13:20:22,2024-04-30 13:30:19,Returned,Toys
9065,154,385.23,0.0,2024-03-07 06:15:11,,Not Returned,Electronics
7869,155,618.61,140.16,2023-11-02 17:48:08,2024-04-22 19:24:59,Returned,Clothing
7512,156,544.85,0.0,2023-11-20 20:52:03,,Not Returned,Toys
4584,157,185.18,0.0,2024-02-15 00:56:58,,Not Returned,Sports
5831,158,872.41,0.0,2024-11-16 12:21:19,,Not Returned,Toys
7511,159,420.15,0.0,2025-03-18 02:44:02,,Not Returned,Home
2625,160,193.51,0.0,2024-11-11 22:20:02,,Not Returned,Electronics
1880,161,291.81,0.0,2024-05-02 12:43:18,,Not Returned,Toys
9135,162,824.79,552.84,2024-10-19 22:47:14,2024-11-25 11:14:26,Returned,Clothing
3927,163,656.11,252.22,2024-01-02 09:16:32,2024-11-22 14:50:22,Returned,Home
6591,164,689.4,0.0,2023-07-25 13:15:20,,Not Returned,Books
7759,165,452.62,377.32,2024-12-15 19:54:37,2025-04-21 13:42:09,Returned,Books
7066,166,752.73,0.0,2024-12-27 12:32:48,,Not Returned,Books
8903,167,865.7,509.68,2024-12-14 06:28:38,2025-02-13 21:59:07,Returned,Toys
6805,168,432.19,283.25,2025-02-06 11:13:38,2025-04-21 16:58:12,Returned,Sports
4725,169,579.26,0.0,2024-01-08 06:00:23,,Not Returned,Sports
3946,170,67.11,63.36,2023-06-28 10:25:21,2024-03-17 16:28:24,Returned,Toys
6072,171,809.83,0.0,2024-09-22 23:51:34,,Not Returned,Toys
4961,172,504.64,0.0,2024-08-26 11:43:06,,Not Returned,Home
6534,173,683.22,0.0,2023-11-05 04:42:17,,Not Returned,Toys
2411,174,761.3,706.27,2024-07-18 21:40:34,2024-08-28 09:45:33,Returned,Electronics
1721,175,668.52,242.0,2023-11-30 05:48:26,2024-10-15 21:39:41,Returned,Clothing
5006,176,842.4,0.0,2025-04-09 20:37:34,,Not Returned,Books
8308,177,788.51,0.0,2025-05-29 19:33:27,,Not Returned,Home
2219,178,993.17,0.0,2024-07-04 20:56:17,,Not Returned,Clothing
4329,179,512.74,0.0,2023-08-06 10:02:29,,Not Returned,Home
2382,180,738.17,0.0,2024-05-30 21:32:02,,Not Returned,Clothing
8149,181,916.93,307.75,2024-11-29 09:44:47,2025-04-22 21:07:10,Returned,Toys
3508,182,91.03,75.03,2023-09-15 22:35:10,2025-05-14 14:28:34,Returned,Toys
6100,183,837.6,0.0,2023-07-19 03:19:12,,Not Returned,Clothing
9720,184,137.33,0.0,2024-05-29 21:44:28,,Not Returned,Sports
7036,185,394.83,0.0,2025-02-27 23:13:11,,Not Returned,Home
3593,186,560.75,0.0,2025-05-04 13:56:40,,Not Returned,Toys
2770,187,74.54,0.0,2025-05-11 01:43:51,,Not Returned,Toys
6640,188,574.76,0.0,2024-02-27 02:25:29,,Not Returned,Electronics
9314,189,104.76,0.0,2023-11-06 05:45:48,,Not Returned,Electronics
1604,190,715.6,0.0,2024-10-31 13:26:11,,Not Returned,Electronics
2563,191,133.49,0.0,2024-10-30 18:40:32,,Not Returned,Toys
1773,192,721.26,0.0,2024-08-23 13:38:18,,Not Returned,Toys
5050,193,971.34,0.0,2023-08-20 15:53:04,,Not Returned,Books
3258,194,337.15,81.03,2025-05-09 11:55:13,2025-06-13 14:58:04,Returned,Toys
8338,195,367.57,0.0,2025-01-07 05:27:03,,Not Returned,Home
3201,196,576.05,0.0,2023-10-12 14:58:39,,Not Returned,Sports
2687,197,277.24,0.0,2024-07-02 09:09:51,,Not Returned,Clothing
1500,198,69.06,0.0,2023-11-08 15:17:56,,Not Returned,Clothing
8633,199,513.0,0.0,2025-05-28 09:52:10,,Not Returned,Clothing
3706,200,471.14,0.0,2024-08-07 18:01:17,,Not Returned,Toys
6239,201,979.85,0.0,2025-03-11 14:52:26,,Not Returned,Books
3387,202,288.2,0.0,2024-01-13 14:59:23,,Not Returned,Home
4940,203,789.89,0.0,2023-12-22 06:20:51,,Not Returned,Clothing
2494,204,305.98,0.0,2024-06-15 09:20:54,,Not Returned,Books
3003,205,136.81,0.0,2023-09-06 02:20:21,,Not Returned,Electronics
7072,206,79.97,0.0,2023-07-18 07:13:38,,Not Returned,Sports
5617,207,271.67,0.0,2025-02-25 14:52:19,,Not Returned,Clothing
5923,208,210.52,0.0,2023-12-09 11:53:53,,Not Returned,Home
6584,209,597.55,0.0,2024-12-01 10:18:46,,Not Returned,Books
7765,210,672.6,0.0,2023-11-06 22:09:05,,Not Returned,Sports
4032,211,955.43,0.0,2025-02-09 02:23:53,,Not Returned,Books
3978,212,322.94,229.34,2023-10-13 20:47:55,2024-10-19 23:26:27,Returned,Sports
1082,213,313.9,0.0,2025-03-17 08:54:37,,Not Returned,Books
2550,214,225.58,0.0,2023-08-14 23:03:52,,Not Returned,Clothing
5682,215,528.53,0.0,2023-07-03 01:07:29,,Not Returned,Sports
8241,216,953.43,200.61,2024-04-16 15:29:32,2025-06-04 18:27:49,Returned,Electronics
6326,217,700.14,0.0,2024-06-15 21:38:58,,Not Returned,Toys
3230,218,519.25,0.0,2024-09-10 17:00:18,,Not Returned,Clothing
8298,219,492.12,0.0,2023-12-24 15:19:40,,Not Returned,Books
2612,220,679.0,616.2,2024-01-19 21:38:56,2024-07-24 11:13:23,Returned,Sports
8230,221,158.19,0.0,2024-09-23 11:34:40,,Not Returned,Electronics
4597,222,873.98,0.0,2023-11-09 03:52:51,,Not Returned,Toys
4779,223,534.98,0.0,2023-07-27 08:28:25,,Not Returned,Books
6947,224,546.7,0.0,2025-01-09 09:25:08,,Not Returned,Clothing
2780,225,542.72,538.0,2023-07-11 08:39:34,2025-01-20 20:07:07,Returned,Home
1762,226,536.0,0.0,2023-09-09 14:04:52,,Not Returned,Sports
2879,227,627.05,427.14,2023-08-26 13:08:51,2025-01-08 11:23:17,Returned,Home
9715,228,533.46,0.0,2023-11-27 21:01:01,,Not Returned,Home
3393,229,214.39,210.44,2024-01-18 18:06:18,2025-01-19 20:10:45,Returned,Electronics
8336,230,536.99,462.08,2024-08-05 14:36:59,2024-10-21 03:40:58,Returned,Electronics
5144,231,951.3,0.0,2023-11-10 19:28:14,,Not Returned,Home
3268,232,131.57,34.91,2024-07-17 06:19:30,2025-01-24 21:07:00,Returned,Toys
7268,233,911.8,310.5,2023-12-20 13:58:54,2025-06-17 22:21:26,Returned,Home
3357,234,732.74,0.0,2024-01-21 23:11:06,,Not Returned,Electronics
3475,235,832.16,693.13,2025-05-02 02:42:39,2025-05-28 05:58:28,Returned,Sports
8437,236,787.71,0.0,2025-04-04 19:11:34,,Not Returned,Clothing
8328,237,532.48,167.6,2025-05-11 11:34:25,2025-05-24 19:59:12,Returned,Sports
9329,238,206.83,0.0,2023-11-29 00:25:08,,Not Returned,Toys
4267,239,979.04,0.0,2023-10-19 12:53:14,,Not Returned,Toys
9051,240,552.65,149.89,2024-06-26 08:36:03,2025-01-17 06:27:14,Returned,Electronics
4040,241,803.14,0.0,2024-04-11 13:39:19,,Not Returned,Electronics
9922,242,182.46,0.0,2023-09-26 14:27:09,,Not Returned,Toys
3410,243,294.79,0.0,2023-07-11 03:08:41,,Not Returned,Books
6729,244,462.33,294.84,2024-08-10 13:03:02,2024-09-14 13:27:46,Returned,Sports
3450,245,330.31,195.05,2025-02-08 00:15:09,2025-04-08 19:52:40,Returned,Home
3092,246,104.76,85.91,2023-12-08 19:35:51,2023-12-12 05:23:56,Returned,Clothing
3236,247,390.57,141.19,2024-12-20 11:12:59,2025-05-16 08:29:23,Returned,Sports
8927,248,246.56,0.0,2024-06-23 15:03:27,,Not Returned,Books
4045,249,639.16,0.0,2025-02-11 08:44:28,,Not Returned,Toys
8149,250,866.52,0.0,2024-12-22 18:41:13,,Not Returned,Sports
4592,251,661.09,0.0,2024-11-17 11:34:03,,Not Returned,Sports
3057,252,95.95,0.0,2024-01-31 18:24:08,,Not Returned,Home
5422,253,125.87,106.48,2025-02-17 11:18:10,2025-04-18 11:12:48,Returned,Toys
9667,254,993.96,490.62,2023-12-02 07:46:31,2024-06-24 01:06:48,Returned,Home
5758,255,903.15,0.0,2023-08-15 17:08:08,,Not Returned,Electronics
2457,256,847.1,430.17,2023-11-04 15:51:21,2025-04-11 18:19:57,Returned,Electronics
7311,257,957.99,0.0,2023-09-27 04:41:04,,Not Returned,Sports
1544,258,667.5,0.0,2024-06-03 12:16:09,,Not Returned,Home
1569,259,535.24,273.53,2025-06-15 01:05:49,2025-06-15 12:03:22,Returned,Clothing
7511,260,73.03,0.0,2025-01-03 18:53:59,,Not Returned,Sports
2194,261,110.01,0.0,2024-02-17 23:07:30,,Not Returned,Toys
6903,262,634.66,0.0,2024-02-29 05:19:01,,Not Returned,Clothing
4242,263,850.24,0.0,2023-08-29 17:33:41,,Not Returned,Books
2925,264,524.24,0.0,2024-10-24 17:48:40,,Not Returned,Sports
7233,265,771.81,750.65,2025-03-09 07:45:56,2025-06-19 08:34:03,Returned,Books
1310,266,474.13,0.0,2025-05-07 06:31:45,,Not Returned,Sports
4771,267,24.96,0.0,2024-07-27 12:34:38,,Not Returned,Home
1685,268,14.39,5.4,2023-07-10 07:40:30,2024-09-05 20:38:30,Returned,Clothing
5915,269,675.13,173.93,2023-12-26 22:31:57,2024-05-25 17:48:14,Returned,Books
3908,270,659.28,0.0,2024-06-10 07:55:28,,Not Returned,Toys
8468,271,665.87,0.0,2025-04-30 02:24:30,,Not Returned,Home
4552,272,300.48,0.0,2023-12-13 06:44:25,,Not Returned,Sports
6653,273,789.46,0.0,2023-12-22 13:04:21,,Not Returned,Toys
2803,274,651.88,0.0,2024-07-28 18:39:13,,Not Returned,Sports
4373,275,316.18,0.0,2023-07-15 19:10:52,,Not Returned,Clothing
3773,276,192.41,0.0,2024-07-07 09:00:36,,Not Returned,Books
5663,277,536.78,0.0,2024-01-29 16:48:42,,Not Returned,Books
2392,278,474.45,185.24,2025-06-16 13:43:37,2025-06-18 21:43:36,Returned,Electronics
3727,279,940.39,0.0,2024-06-08 17:11:01,,Not Returned,Toys
4358,280,473.89,0.0,2024-05-01 19:03:39,,Not Returned,Clothing
2324,281,98.14,0.0,2024-11-05 06:34:43,,Not Returned,Home
8987,282,97.65,0.0,2024-12-23 19:06:01,,Not Returned,Electronics
4482,283,994.44,0.0,2024-05-17 01:44:36,,Not Returned,Sports
9007,284,868.82,0.0,2023-09-22 08:48:01,,Not Returned,Toys
2404,285,365.24,0.0,2024-01-20 12:39:48,,Not Returned,Books
3267,286,404.23,0.0,2024-11-24 14:41:35,,Not Returned,Toys
4653,287,909.02,0.0,2024-10-28 10:31:26,,Not Returned,Books
7923,288,370.38,0.0,2024-11-13 03:45:33,,Not Returned,Home
6195,289,547.86,383.82,2025-05-21 03:39:20,2025-05-29 01:50:18,Returned,Home
1981,290,501.56,0.0,2023-10-04 18:11:23,,Not Returned,Home
3207,291,501.42,0.0,2024-01-10 22:13:07,,Not Returned,Toys
9960,292,662.21,0.0,2023-09-09 00:25:18,,Not Returned,Electronics
9283,293,760.05,0.0,2023-10-20 13:28:08,,Not Returned,Home
6736,294,283.22,269.43,2024-03-18 23:33:38,2024-06-19 16:22:09,Returned,Clothing
6712,295,856.53,0.0,2024-03-17 23:36:06,,Not Returned,Home
5644,296,543.99,0.0,2023-12-14 02:27:13,,Not Returned,Home
9261,297,761.13,0.0,2024-01-24 09:48:16,,Not Returned,Electronics
4173,298,545.82,0.0,2024-07-05 22:18:11,,Not Returned,Clothing
2500,299,343.69,0.0,2024-02-26 04:07:09,,Not Returned,Electronics
9219,300,628.15,0.0,2023-08-08 11:47:07,,Not Returned,Books
8170,301,685.55,0.0,2025-05-21 21:00:53,,Not Returned,Home
7709,302,472.61,0.0,2024-10-21 07:12:28,,Not Returned,Clothing
9573,303,348.19,0.0,2023-10-10 01:51:58,,Not Returned,Toys
4419,304,593.41,0.0,2024-02-28 20:52:03,,Not Returned,Toys
9788,305,410.8,0.0,2024-02-28 10:39:00,,Not Returned,Clothing
4330,306,516.81,159.56,2024-02-28 05:46:07,2025-03-22 16:37:47,Returned,Electronics
3937,307,65.3,0.0,2023-08-09 17:28:49,,Not Returned,Books
9082,308,897.05,337.66,2024-07-31 11:13:30,2025-01-10 17:09:53,Returned,Electronics
2474,309,69.33,0.0,2024-09-16 11:57:28,,Not Returned,Clothing
9300,310,34.48,0.0,2025-05-13 23:48:08,,Not Returned,Sports
1637,311,470.75,0.0,2024-10-30 22:27:24,,Not Returned,Books
1698,312,45.07,0.0,2025-04-11 19:49:53,,Not Returned,Sports
8943,313,410.02,0.0,2024-04-18 07:57:03,,Not Returned,Electronics
7378,314,347.82,0.0,2024-06-12 02:06:37,,Not Returned,Sports
6023,315,791.52,0.0,2025-02-12 16:45:00,,Not Returned,Clothing
4551,316,568.45,134.1,2023-09-19 06:35:39,2025-04-10 06:22:18,Returned,Toys
4181,317,400.04,0.0,2023-09-09 14:30:21,,Not Returned,Sports
3413,318,276.31,59.76,2024-01-19 00:48:55,2025-05-23 08:34:26,Returned,Sports
3841,319,618.6,0.0,2024-04-05 16:38:03,,Not Returned,Electronics
2248,320,568.07,0.0,2025-05-06 10:29:22,,Not Returned,Home
8556,321,809.83,0.0,2024-08-26 01:11:15,,Not Returned,Sports
4438,322,191.38,0.0,2023-12-21 10:35:40,,Not Returned,Toys
6390,323,376.92,0.0,2025-04-28 18:58:15,,Not Returned,Sports
3054,324,770.71,703.31,2024-12-21 01:21:40,2025-06-01 10:26:25,Returned,Toys
1276,325,761.2,0.0,2024-04-13 08:48:13,,Not Returned,Electronics
8736,326,378.07,0.0,2024-07-18 19:48:07,,Not Returned,Books
6564,327,568.32,415.25,2025-01-15 22:19:45,2025-05-26 00:21:51,Returned,Home
9274,328,169.3,0.0,2025-05-02 17:24:55,,Not Returned,Books
7580,329,478.13,0.0,2024-11-02 20:12:39,,Not Returned,Clothing
5040,330,896.93,0.0,2024-03-20 01:28:16,,Not Returned,Clothing
4981,331,231.58,0.0,2024-02-26 09:27:57,,Not Returned,Electronics
8429,332,678.69,0.0,2024-02-21 13:44:36,,Not Returned,Home
7127,333,428.12,0.0,2025-03-31 23:14:25,,Not Returned,Books
6671,334,375.39,246.43,2023-09-16 19:14:42,2024-12-01 04:41:53,Returned,Toys
5024,335,119.78,0.0,2023-12-27 18:21:12,,Not Returned,Electronics
7779,336,476.63,380.05,2025-03-26 09:30:06,2025-04-21 12:31:51,Returned,Clothing
2963,337,98.24,0.0,2023-07-12 03:41:02,,Not Returned,Sports
8717,338,804.11,0.0,2025-03-08 21:25:50,,Not Returned,Home
2204,339,919.55,0.0,2023-12-02 12:10:53,,Not Returned,Home
5983,340,931.32,418.81,2024-05-08 02:17:31,2025-03-06 02:03:25,Returned,Sports
5759,341,788.47,0.0,2024-11-09 22:59:08,,Not Returned,Books
6050,342,240.98,0.0,2024-01-22 18:18:21,,Not Returned,Sports
8637,343,157.84,0.0,2024-11-11 14:54:00,,Not Returned,Home
8232,344,198.96,0.0,2025-01-19 03:03:25,,Not Returned,Toys
1752,345,948.56,0.0,2024-12-05 18:35:08,,Not Returned,Sports
3188,346,758.83,0.0,2025-06-05 11:45:31,,Not Returned,Home
4214,347,462.68,310.58,2024-11-06 07:13:15,2024-12-27 18:32:29,Returned,Home
7417,348,41.99,0.0,2024-03-02 01:39:23,,Not Returned,Clothing
6518,349,35.78,0.0,2024-05-04 20:11:01,,Not Returned,Toys
